Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
accasa-limba-pisica-250g-15719,Accasa Limba Pisica 250g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-15719,250.0201143,shopify,8,deny,manual,2.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
acadele-heart-thank-you-60g-18775,Acadele Heart Thank You 60g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18775,60.01027055,shopify,24,deny,manual,1.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
acadele-charlie-clown-70g-18773,Acadele Charlie Clown 70g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18773,69.98930269,shopify,24,deny,manual,1.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
acadele-brilliant-heart-60g-18499,Acadele Brilliant Heart 60g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18499,60.01027055,shopify,24,deny,manual,1.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
acadele-animal-heads-70g-18500,Acadele Animal Heads 70g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18500,69.98930269,shopify,24,deny,manual,1.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
viva-pernite-lapte-200g-18298,Viva Pernite Lapte 200g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18298,199.9888759,shopify,14,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-tort-dobos-600g-18798,Boromir Tort Dobos 600g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18798,600.011987,shopify,4,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-tort-crema-de-lapte-600g-18800,Boromir Tort Crema De Lapte 600g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-18800,600.011987,shopify,4,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-sampanie-80g-10370,7 Days Croissant Sampanie 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10370,80.01369407,shopify,20,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-peanut-80g-10369,7 Days Croissant Peanut 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10369,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-max-fr-de-padure-80g-13736,7 Days Croissant Max Fr De Padure 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-13736,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-max-cacao-80g-10366,7 Days Croissant Max Cacao 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10366,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-hazelnut-80g-10367,7 Days Croissant Hazelnut 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10367,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-double-vanilla-cherry-10368,7 Days Croissant Double Vanilla Cherry,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10368,0,shopify,20,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-double-vanila-strawberry-10372,7 Days Croissant Double Vanila Strawberry,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10372,0,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-double-max-cacao-van-80g-10371,7 Days Croissant Double Max Cacao Van 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10371,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
7-days-croissant-double-cacao-coconut-80g-10373,7 Days Croissant Double Cacao Coconut 80g,,Basarabia,,Sweets & Snacks,Sweets & Snacks,TRUE,Title,Default Title,,,,,,,,MAR-10373,80.01369407,shopify,20,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
sifon-sifonescu-1-6l-16234,Sifon Sifonescu 1.6L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-16234,0,shopify,12,deny,manual,2.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-portocale-rosii-0-25l-15030,Santal Nectar Portocale Rosii 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-15030,0,shopify,12,deny,manual,1.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-portocale-0-25l-15029,Santal Nectar Portocale 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-15029,0,shopify,12,deny,manual,1.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-piersici-0-25l-15028,Santal Nectar Piersici 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-15028,0,shopify,12,deny,manual,1.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-mere-0-25l-18445,Santal Nectar Mere 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18445,0,shopify,12,deny,manual,1.2,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-ananas-0-25l-18444,Santal Nectar Ananas 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18444,0,shopify,12,deny,manual,1.2,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
pepsi-retro-sticla-0-25l-15124,Pepsi Retro Sticla 0.25L,,Basarabia,,Soft Drinks,"price-match, Soft Drinks",TRUE,Title,Default Title,,,,,,,,MAR-15124,0,shopify,12,deny,manual,2.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
mona-200ml-11885,Mona 200ml,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11885,0,shopify,12,deny,manual,2,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
haribo-happy-cola-sour-100g-17852,Haribo Happy-Cola Sour 100g,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-17852,100.0171176,shopify,24,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
haribo-happy-cola-80g-17856,Haribo Happy Cola 80g,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-17856,80.01369407,shopify,30,deny,manual,1.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-tropical-ns-2l-11921,Giusto Tropical Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11921,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-portocale-ns-2l-11924,Giusto Portocale Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11924,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-piersica-ns-2l-11926,Giusto Piersica Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11926,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-pere-ns-2l-11925,Giusto Pere Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11925,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-mere-verzi-ns-2l-11927,Giusto Mere Verzi Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11927,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-capsuni-banane-ns-2l-11922,Giusto Capsuni Banane Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11922,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
giusto-ananas-ns-2l-11920,Giusto Ananas Ns 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11920,0,shopify,4,deny,manual,2.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-tutti-frutti-0-5l-11892,Frutti Fresh Tutti Frutti 0.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11892,0,shopify,12,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-portocale-0-5l-11890,Frutti Fresh Portocale 0.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11890,0,shopify,12,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-pere-0-5l-11897,Frutti Fresh Pere 0.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11897,0,shopify,12,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-grefe-0-5l-11894,Frutti Fresh Grefe 0.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11894,0,shopify,12,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
figa-fiori-di-guarana-fruit-fusion-st-275ml-18793,Figa Fiori Di Guarana Fruit Fusion St 275ml,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18793,0,shopify,12,deny,manual,3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
figa-fiori-di-guarana-fruit-fusion-light-st-275ml-18794,Figa Fiori Di Guarana Fruit Fusion Light St 275ml,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18794,0,shopify,12,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
croco-sticks-crema-ciocolata-80g-17448,Croco Sticks Crema Ciocolata 80g,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-17448,80.01369407,shopify,42,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
coca-cola-dz-0-33l-10726,Coca Cola Dz 0.33L,,Basarabia,,Soft Drinks,"price-match, Soft Drinks",TRUE,Title,Default Title,,,,,,,,MAR-10726,0,shopify,24,deny,manual,0.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
borsec-apa-plata-2l-11917,Borsec Apa Plata 2L,,Basarabia,,Soft Drinks,"price-match, Soft Drinks",TRUE,Title,Default Title,,,,,,,,MAR-11917,0,shopify,12,deny,manual,1.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
boromir-tort-ciocolata-600g-18799,Boromir Tort Ciocolata 600g,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18799,600.011987,shopify,4,deny,manual,5.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-cozonac-duo-fino-fistic-si-ciocolata-lapte-18438,Boromir Cozonac Duo Fino Fistic Si Ciocolata Lapte,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-18438,0,shopify,90,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
biskrem-cacao-crema-ciocolata-intense-160g-13440,Biskrem Cacao Crema Ciocolata Intense 160g,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-13440,159.9820289,shopify,12,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
aqua-carpatica-plata-0-5l-11946,Aqua Carpatica Plata 0.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11946,0,shopify,24,deny,manual,0.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
aqua-carpatica-minerala-1-5l-11948,Aqua Carpatica Minerala 1.5L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11948,0,shopify,12,deny,manual,1.4,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
aqua-carpatica-apa-plata-kids-0-25l-10769,Aqua Carpatica Apa Plata Kids 0.25L,,Basarabia,,Soft Drinks,"price-match, Soft Drinks",TRUE,Title,Default Title,,,,,,,,MAR-10769,0,shopify,24,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
santal-nectar-cirese-0-25l-15026,Santal Nectar Cirese 0.25L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-15026,0,shopify,12,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-portocale-2l-11891,Frutti Fresh Portocale 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11891,0,shopify,12,deny,manual,1.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-piersica-2l-11899,Frutti Fresh Piersica 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11899,0,shopify,12,deny,manual,1.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-pere-2l-11898,Frutti Fresh Pere 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11898,0,shopify,12,deny,manual,1.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
frutti-fresh-grefe-2l-11895,Frutti Fresh Grefe 2L,,Basarabia,,Soft Drinks,Soft Drinks,TRUE,Title,Default Title,,,,,,,,MAR-11895,0,shopify,12,deny,manual,1.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
coca-cola-0-5l-10766,Coca Cola 0.5L,,Basarabia,,Soft Drinks,"price-match, Soft Drinks",TRUE,Title,Default Title,,,,,,,,MAR-10766,0,shopify,12,deny,manual,1.3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
viva-migdale-coapte-si-sarate-135g-18828,Viva Migdale Coapte Si Sarate 135g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18828,134.9890893,shopify,12,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
viva-fistic-copt-si-sarat-135g-18830,Viva Fistic Copt Si Sarat 135g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18830,134.9890893,shopify,12,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
viva-caju-copt-si-sarat-135g-18829,Viva Caju Copt Si Sarat 135g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18829,134.9890893,shopify,12,deny,manual,3.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
tadim-seminte-sare-155g-18294,Tadim Seminte Sare 155g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18294,154.9925128,shopify,12,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tadim-seminte-extra-sare-155g-18293,Tadim Seminte Extra Sare 155g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18293,154.9925128,shopify,12,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tadim-seminte-de-dovleac-40g-15945,Tadim Seminte De Dovleac 40g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-15945,40.00684703,shopify,22,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-pestrite-xxl-135g-18586,Nutline Seminte Pestrite Xxl 135g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18586,134.9890893,shopify,20,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-pestrite-c-s-300g-10434,Nutline Seminte Pestrite C S 300g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10434,300.0059935,shopify,18,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-pestrite-c-s-100g-10429,Nutline Seminte Pestrite C S 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10429,100.0171176,shopify,12,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-negre-f-s-40g-10432,Nutline Seminte Negre F S 40g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10432,40.00684703,shopify,18,deny,manual,0.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-negre-f-s-300g-10435,Nutline Seminte Negre F S 300g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10435,300.0059935,shopify,18,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-negre-f-s-100g-10426,Nutline Seminte Negre F S 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10426,100.0171176,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-negre-c-s-100g-10427,Nutline Seminte Negre C S 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10427,100.0171176,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-arahide-prajite-135g-11581,Nutline Arahide Prajite 135g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-11581,134.9890893,shopify,6,deny,manual,3.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lotto-pizza-35g-10163,Lotto Pizza 35g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10163,35.01733096,shopify,40,deny,manual,0.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
lotto-peanuts-90g-10167,Lotto Peanuts 90g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10167,89.99272621,shopify,24,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
lotto-mega-nuts-60g-18827,Lotto Mega Nuts 60g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18827,60.01027055,shopify,25,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
harley-alune-coaja-70g-11753,Harley Alune Coaja 70g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-11753,69.98930269,shopify,30,deny,manual,0.7,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
happy-nuci-rom-500g-12204,Happy Nuci Rom 500g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-12204,499.9948695,shopify,9,deny,manual,4.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gold-arahide-rosii-copate-si-sarate-250g-18594,Gold Arahide Rosii Copate Si Sarate 250g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18594,250.0201143,shopify,12,deny,manual,2.2,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
gilly-gold-seminte-negre-sare-100g-12114,Gilly Gold Seminte Negre Sare 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-12114,100.0171176,shopify,30,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gilly-gold-seminte-negre-fara-sare-180g-12113,Gilly Gold Seminte Negre Fara Sare 180g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-12113,179.9854524,shopify,20,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
best-miez-seminte-100g-10350,Best Miez Seminte 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10350,100.0171176,shopify,24,deny,manual,0.9,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
banzai-seminte-dovleac-sare-80g-18134,Banzai Seminte Dovleac Sare 80g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-18134,80.01369407,shopify,12,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
nutline-seminte-albe-usor-sarate-100g-10423,Nutline Seminte Albe Usor Sarate 100g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10423,100.0171176,shopify,12,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
best-seminte-negre-fara-sare-1kg-12702,Best Seminte Negre Fara Sare 1kg,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-12702,999.9897389,shopify,8,deny,manual,3.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
best-seminte-negre-cu-sare-1kg-1kg-12703,Best Seminte Negre Cu Sare 1kg 1kg,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-12703,999.9897389,shopify,8,deny,manual,3.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
best-seminte-f-s-200g-10172,Best Seminte F S 200g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10172,199.9888759,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
best-seminte-c-s-200g-10173,Best Seminte C S 200g,,Basarabia,,Seeds & Nuts,Seeds & Nuts,TRUE,Title,Default Title,,,,,,,,MAR-10173,199.9888759,shopify,12,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
szekely-pate-mangalita-175g-18891,Szekely Pate Mangalita 175g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-18891,174.9959363,shopify,6,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
sultan-salam-biscuiti-700g-16765,Sultan Salam Biscuiti 700g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-16765,699.9837454,shopify,6,deny,manual,4.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
happy-salam-biscuiti-600g-12206,Happy Salam Biscuiti 600g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-12206,600.011987,shopify,9,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
happy-salam-biscuiti-120g-17381,Happy Salam Biscuiti 120g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-17381,120.0205411,shopify,30,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-soric-copt-sul-0-4kg-25-box-13618,Camara Lui Enache Soric Copt Sul 0.4kg 25/Box,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-13618,399.9777519,shopify,5,deny,manual,9.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-burta-de-vita-4kg-18824,Camara Lui Enache Burta De Vita 4kg,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-18824,4000.004315,shopify,2,deny,manual,17.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
banat-bun-aripi-pui-cu-os-si-piele-tv-1kg-18295,Banat Bun Aripi Pui Cu Os Si Piele Tv 1kg,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-18295,999.9897389,shopify,5,deny,manual,3.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
accasa-salam-biscuiti-300g-11785,Accasa Salam Biscuiti 300g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-11785,300.0059935,shopify,8,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
accasa-salam-biscuiti-80g-11787,Accasa Salam Biscuiti 80g,,Basarabia,,Meat Products,Meat Products,TRUE,Title,Default Title,,,,,,,,MAR-11787,80.01369407,shopify,14,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-musli-400g-18842,Viva Musli 400g,,Basarabia,,General Products,General Products,TRUE,Title,Default Title,,,,,,,,MAR-18842,399.9777519,shopify,9,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
